"x","y"
-3,0.00281040292732126
-2.98825831702544,0.00288382479447232
-2.97651663405088,0.00296321316911148
-2.96477495107632,0.00304984320095103
-2.95303326810176,0.00314501524283374
-2.9412915851272,0.00325004543756069
-2.92954990215264,0.00336849507388448
-2.91780821917808,0.00350151149626499
-2.90606653620352,0.00364910089857603
-2.89432485322896,0.00381236121677721
-2.8825831702544,0.00399230309693438
-2.87084148727984,0.00418984135660212
-2.85909980430528,0.00441071142672769
-2.84735812133072,0.00465121851597818
-2.83561643835616,0.00491135532247141
-2.8238747553816,0.00519126854457827
-2.81213307240705,0.00549095144726033
-2.80039138943249,0.00581155277530202
-2.78864970645793,0.00615495545647841
-2.77690802348337,0.00651645177631321
-2.76516634050881,0.0068951470129474
-2.75342465753425,0.00729000853384354
-2.74168297455969,0.00769987112517248
-2.72994129158513,0.00812519655255197
-2.71819960861057,0.00856318540506593
-2.70645792563601,0.0090106286216894
-2.69471624266145,0.00946582645374593
-2.68297455968689,0.00992703773184089
-2.67123287671233,0.0103924907451637
-2.65949119373777,0.0108602725155927
-2.64774951076321,0.0113275330647878
-2.63600782778865,0.0117925724969999
-2.62426614481409,0.0122538395740839
-2.61252446183953,0.0127098857844975
-2.60078277886497,0.01315893542627
-2.58904109589041,0.0135981079133153
-2.57729941291585,0.0140281234958031
-2.56555772994129,0.0144484723290351
-2.55381604696673,0.0148588589419678
-2.54207436399217,0.0152592083327314
-2.53033268101761,0.0156484207762121
-2.51859099804305,0.0160275198124225
-2.50684931506849,0.0163988388872819
-2.49510763209393,0.0167636582294184
-2.48336594911937,0.0171234795765694
-2.47162426614481,0.017480019816503
-2.45988258317025,0.0178357653186939
-2.4481409001957,0.0181941037016405
-2.43639921722114,0.0185575733094376
-2.42465753424658,0.0189287769721275
-2.41291585127202,0.0193103946949917
-2.40117416829746,0.0197058493088874
-2.3894324853229,0.0201223639878189
-2.37769080234834,0.0205595642379972
-2.36594911937378,0.0210200664054573
-2.35420743639922,0.0215063835372345
-2.34246575342466,0.0220209115698441
-2.3307240704501,0.0225701166038836
-2.31898238747554,0.023157699056655
-2.30724070450098,0.0237807570305652
-2.29549902152642,0.0244406796026301
-2.28375733855186,0.0251386507113088
-2.2720156555773,0.0258756475959155
-2.26027397260274,0.0266609634881799
-2.24853228962818,0.0274891081264463
-2.23679060665362,0.0283577138542788
-2.22504892367906,0.0292666541314757
-2.2133072407045,0.0302156451749533
-2.20156555772994,0.0312052320757856
-2.18982387475538,0.0322430672610143
-2.17808219178082,0.0333185468393018
-2.16634050880626,0.0344307450538762
-2.1545988258317,0.0355786756504667
-2.14285714285714,0.0367612994307481
-2.13111545988258,0.0379810665795344
-2.11937377690802,0.0392378371098879
-2.10763209393346,0.0405250847006164
-2.0958904109589,0.0418416499799922
-2.08414872798434,0.0431863736690702
-2.07240704500978,0.0445580987446949
-2.06066536203523,0.0459603837718793
-2.04892367906067,0.0473884496952994
-2.03718199608611,0.0488392624817815
-2.02544031311155,0.0503117146304176
-2.01369863013699,0.0518047116146986
-2.00195694716243,0.0533173642265473
-1.99021526418787,0.0548527192376935
-1.97847358121331,0.0564047074318104
-1.96673189823875,0.0579723697962175
-1.95499021526419,0.0595547917292741
-1.94324853228963,0.0611511084849715
-1.93150684931507,0.0627616712159624
-1.91976516634051,0.0643864141268511
-1.90802348336595,0.066022561397814
-1.89628180039139,0.0676697268107506
-1.88454011741683,0.0693276430875981
-1.87279843444227,0.0709961678068219
-1.86105675146771,0.0726772992163996
-1.84931506849315,0.0743704711214201
-1.83757338551859,0.0760752765625786
-1.82583170254403,0.077792414218238
-1.81409001956947,0.0795227282985441
-1.80234833659491,0.0812672054568521
-1.79060665362035,0.0830316930391995
-1.77886497064579,0.0848139030278364
-1.76712328767123,0.0866152511919209
-1.75538160469667,0.0884372561199785
-1.74363992172211,0.0902814590484717
-1.73189823874755,0.0921515222622499
-1.72015655577299,0.0940524260495121
-1.70841487279843,0.0959809094602185
-1.69667318982387,0.0979380917973082
-1.68493150684932,0.0999249182671593
-1.67318982387476,0.101942144067235
-1.6614481409002,0.103995507048003
-1.64970645792564,0.106083156410976
-1.63796477495108,0.108201448857596
-1.62622309197652,0.110349697580801
-1.61448140900196,0.112526951405217
-1.6027397260274,0.114731998533233
-1.59099804305284,0.116969190160495
-1.57925636007828,0.119229845781702
-1.56751467710372,0.121511314750826
-1.55577299412916,0.123811323937293
-1.5440313111546,0.126127525417264
-1.53228962818004,0.12845821473421
-1.52054794520548,0.130801374181798
-1.50880626223092,0.133152071368618
-1.49706457925636,0.135508338448398
-1.4853228962818,0.137868416673063
-1.47358121330724,0.140230777552903
-1.46183953033268,0.142594133796971
-1.45009784735812,0.144957396352526
-1.43835616438356,0.147320377796127
-1.426614481409,0.149683331792965
-1.41487279843444,0.152046844909849
-1.40313111545988,0.154411833773615
-1.39138943248532,0.156780939237575
-1.37964774951076,0.159156099901484
-1.3679060665362,0.161539463306147
-1.35616438356164,0.163933486488684
-1.34442270058708,0.166340805514482
-1.33268101761252,0.168765282609686
-1.32093933463796,0.171214613833069
-1.30919765166341,0.173688319300472
-1.29745596868885,0.176189481685164
-1.28571428571429,0.178721159623099
-1.27397260273973,0.181286372614458
-1.26223091976517,0.183893717903221
-1.25048923679061,0.186547362087636
-1.23874755381605,0.189244914284172
-1.22700587084149,0.191988772357243
-1.21526418786693,0.194781171338177
-1.20352250489237,0.19762417416954
-1.19178082191781,0.200531930406177
-1.18003913894325,0.203497205154931
-1.16829745596869,0.206518480330479
-1.15655577299413,0.20959649633095
-1.14481409001957,0.212731702550259
-1.13307240704501,0.215926381273934
-1.12133072407045,0.219191034915156
-1.10958904109589,0.222511027183269
-1.09784735812133,0.225884670617129
-1.08610567514677,0.229309815756336
-1.07436399217221,0.232783835685652
-1.06262230919765,0.236308466947232
-1.05088062622309,0.239878340265738
-1.03913894324853,0.243481590207971
-1.02739726027397,0.247112446797945
-1.01565557729941,0.250764564992123
-1.00391389432485,0.254431026179206
-0.992172211350294,0.258102792232196
-0.980430528375734,0.261766705307333
-0.968688845401174,0.265413077511691
-0.956947162426615,0.2690320951305
-0.945205479452055,0.272613584152256
-0.933463796477495,0.27614558848325
-0.921722113502936,0.279598641685084
-0.909980430528376,0.282973758307507
-0.898238747553816,0.286260096136253
-0.886497064579256,0.289447043300267
-0.874755381604697,0.292524288746909
-0.863013698630137,0.295467430567425
-0.851272015655577,0.298255793402144
-0.839530332681018,0.300901719217802
-0.827788649706458,0.303398869926836
-0.816046966731898,0.305741974160396
-0.804305283757339,0.307926887925748
-0.792563600782779,0.309919292497499
-0.780821917808219,0.31173772273724
-0.76908023483366,0.313396897404279
-0.7573385518591,0.314900555440976
-0.74559686888454,0.316253883778943
-0.73385518590998,0.317462407218422
-0.722113502935421,0.318504941306757
-0.710371819960861,0.319430901226571
-0.698630136986301,0.320252996259789
-0.686888454011742,0.320984896254722
-0.675146771037182,0.321641145144437
-0.663405088062622,0.322233701660635
-0.651663405088063,0.322783962903734
-0.639921722113503,0.32331900533985
-0.628180039138943,0.323855477871974
-0.616438356164384,0.324409830555877
-0.604696673189824,0.324998216528448
-0.592954990215264,0.325649508779039
-0.581213307240705,0.326380566988111
-0.569471624266145,0.327199307172974
-0.557729941291585,0.32811749783853
-0.545988258317026,0.329145829602806
-0.534246575342466,0.330293873291672
-0.522504892367906,0.331606661972803
-0.510763209393347,0.333058441592234
-0.499021526418787,0.334652237242282
-0.487279843444227,0.336390717110165
-0.475538160469667,0.33827540893797
-0.463796477495108,0.340318195412851
-0.452054794520548,0.342533284519316
-0.440313111545988,0.344889273677447
-0.428571428571429,0.347382092335831
-0.416829745596869,0.350006916481515
-0.405088062622309,0.352758207311442
-0.39334637964775,0.355647663015697
-0.38160469667319,0.358657250332735
-0.36986301369863,0.361766157898588
-0.358121330724071,0.36496579023338
-0.346379647749511,0.368247162396885
-0.334637964774951,0.371600920018623
-0.322896281800392,0.375028615901109
-0.311154598825832,0.378502171633894
-0.299412915851272,0.38200955488559
-0.287671232876712,0.385539711954274
-0.275929549902153,0.389081344067721
-0.264187866927593,0.392621786200426
-0.252446183953033,0.396141177489187
-0.240704500978474,0.399627491364744
-0.228962818003914,0.403068352976807
-0.217221135029354,0.406451296023862
-0.205479452054795,0.409763786841214
-0.193737769080235,0.412977803351967
-0.181996086105675,0.416076656859978
-0.170254403131116,0.419058497809834
-0.158512720156556,0.421911373130632
-0.146771037181996,0.424623632658189
-0.135029354207437,0.427183970260997
-0.123287671232877,0.429539135757085
-0.111545988258317,0.431708505612296
-0.0998043052837575,0.433689251811313
-0.0880626223091978,0.435473382938002
-0.0763209393346381,0.437053660965262
-0.0645792563600784,0.438412730273151
-0.0528375733855188,0.439506113632694
-0.0410958904109591,0.440377213896388
-0.0293542074363994,0.441023702773406
-0.0176125244618397,0.441444118449096
-0.00587084148728001,0.441637853015607
0.00587084148727968,0.441574773686513
0.0176125244618394,0.441257521100804
0.029354207436399,0.440719790952879
0.0410958904109587,0.439965175889792
0.0528375733855184,0.438997808789663
0.0645792563600781,0.437822322934998
0.0763209393346378,0.436401011453816
0.0880626223091975,0.434776598073878
0.0998043052837572,0.432965273929503
0.111545988258317,0.430973265797976
0.123287671232877,0.428806895095644
0.135029354207436,0.426466910695306
0.146771037181996,0.423930553137241
0.158512720156556,0.421243705911853
0.170254403131115,0.418412637166084
0.181996086105675,0.415443564037176
0.193737769080235,0.412342657686839
0.205479452054794,0.409101966566283
0.217221135029354,0.405727497800729
0.228962818003914,0.402244175986957
0.240704500978473,0.398658275720712
0.252446183953033,0.394976186672999
0.264187866927593,0.391204433011142
0.275929549902152,0.38733498265271
0.287671232876712,0.383389729829679
0.299412915851272,0.379381461759799
0.311154598825832,0.375317989171536
0.322896281800391,0.371207386962719
0.334637964774951,0.367057442944054
0.346379647749511,0.362874326408279
0.35812133072407,0.358676915550957
0.36986301369863,0.354474578357962
0.38160469667319,0.350276794829874
0.393346379647749,0.346093126982606
0.405088062622309,0.341937255472619
0.416829745596869,0.337825876647952
0.428571428571428,0.333764091791835
0.440313111545988,0.329760877399572
0.452054794520548,0.325824903743173
0.463796477495107,0.321964498095366
0.475538160469667,0.318205824552626
0.487279843444227,0.314549559865951
0.499021526418786,0.310994874607497
0.510763209393346,0.307547077484526
0.522504892367906,0.304210824573368
0.534246575342466,0.300990842639485
0.545988258317025,0.297922007280227
0.557729941291585,0.294974950562444
0.569471624266145,0.292150210155021
0.581213307240704,0.28944759492743
0.592954990215264,0.286866190707826
0.604696673189824,0.284414946689157
0.616438356164383,0.282099679720269
0.628180039138943,0.279894800190485
0.639921722113503,0.277795526561162
0.651663405088062,0.275796496474135
0.663405088062622,0.27389178710972
0.675146771037182,0.272088405966807
0.686888454011741,0.270368107383261
0.698630136986301,0.268714723224284
0.710371819960861,0.267119871326341
0.72211350293542,0.265574898616354
0.73385518590998,0.264070913415814
0.74559686888454,0.262602992515491
0.7573385518591,0.26115108375141
0.769080234833659,0.259705764015364
0.780821917808219,0.258257985785714
0.792563600782779,0.256798878336224
0.804305283757338,0.255317328144817
0.816046966731898,0.253797690441699
0.827788649706458,0.252236837921315
0.839530332681017,0.250628168191732
0.851272015655577,0.24896568175955
0.863013698630137,0.247244014159176
0.874755381604696,0.245447236408309
0.886497064579256,0.243573931526663
0.898238747553816,0.241629343705976
0.909980430528376,0.239612523766397
0.921722113502935,0.237523343354124
0.933463796477495,0.23536249523347
0.945205479452055,0.233115417315045
0.956947162426614,0.230802097337945
0.968688845401174,0.228428437195866
0.980430528375734,0.225999367685272
0.992172211350293,0.223520400992235
1.00391389432485,0.220995470576201
1.01565557729941,0.218429501416383
1.02739726027397,0.215838928989968
1.03913894324853,0.213231272882895
1.05088062622309,0.210614119694588
1.06262230919765,0.207995072422397
1.07436399217221,0.205384219198022
1.08610567514677,0.20279248467495
1.09784735812133,0.200225636832696
1.10958904109589,0.197689908446447
1.12133072407045,0.195191090279936
1.13307240704501,0.192734501214627
1.14481409001957,0.190337380917244
1.15655577299413,0.187995432394842
1.16829745596869,0.185709465061812
1.18003913894325,0.183481506055054
1.19178082191781,0.181312988841974
1.20352250489237,0.179207635241495
1.21526418786693,0.177175829144975
1.22700587084149,0.175202874170149
1.23874755381605,0.173287079600456
1.25048923679061,0.17142631355901
1.26223091976517,0.169618025461687
1.27397260273973,0.16786514298573
1.28571428571429,0.166162339490237
1.29745596868885,0.164498839639311
1.3091976516634,0.162870435699885
1.32093933463796,0.161272773125364
1.33268101761252,0.159701376753356
1.34442270058708,0.158154755973484
1.35616438356164,0.15662292308875
1.3679060665362,0.155100353678946
1.37964774951076,0.153582716878943
1.39138943248532,0.152065835088744
1.40313111545988,0.150545429182523
1.41487279843444,0.149014663178139
1.426614481409,0.147471329865665
1.43835616438356,0.145912749007658
1.45009784735812,0.144336586453859
1.46183953033268,0.142740862383316
